positionNumber,stage,seed,chosenColumn,illegal,agreement,regret,resultPreserved,speedRegret,decisionMs,nodes
0,Beginning,2891,4,False,True,0,True,0,0.0302,7
1,Beginning,2891,3,False,True,0,True,0,0.0439,7
2,Beginning,2891,5,False,True,0,True,0,0.0439,7
3,Beginning,2891,6,False,True,0,True,0,0.0507,7
4,Beginning,2891,5,False,True,0,True,0,0.0387,7
5,Beginning,2891,2,False,True,0,True,0,0.0421,7
6,Beginning,2891,3,False,False,2,False,,0.0239,7
7,Beginning,2891,4,False,True,0,True,0,0.0419,7
8,Beginning,2891,2,False,True,0,True,0,0.041,7
9,Beginning,2891,1,False,True,0,True,0,0.0413,7
10,Beginning,2891,1,False,True,0,True,0,0.0397,7
11,Beginning,2891,3,False,True,0,True,0,0.0261,7
12,Beginning,2891,4,False,False,3,True,3,0.0374,7
13,Beginning,2891,2,False,True,0,True,0,0.0419,7
14,Beginning,2891,3,False,False,2,False,,0.0399,7
15,Beginning,2891,3,False,True,0,True,0,0.0458,7
16,Beginning,2891,3,False,False,22,False,,0.0462,7
17,Beginning,2891,2,False,False,12,False,,0.0452,7
18,Beginning,2891,2,False,True,0,True,0,0.0434,7
19,Beginning,2891,4,False,True,0,True,0,0.0432,7
20,Beginning,2891,2,False,True,0,True,0,0.046,7
21,Beginning,2891,0,False,False,3,True,3,0.0426,7
22,Beginning,2891,3,False,True,0,True,0,0.0502,7
23,Beginning,2891,3,False,True,0,True,0,0.043,7
24,Beginning,2891,4,False,False,2,False,,0.0397,7
25,Beginning,2891,4,False,True,0,True,0,0.0437,7
26,Beginning,2891,3,False,True,0,True,0,0.0281,7
27,Beginning,2891,4,False,True,0,True,0,0.0414,7
28,Beginning,2891,3,False,True,0,True,0,0.0437,7
29,Beginning,2891,3,False,True,0,True,0,0.0396,7
30,Beginning,2891,1,False,True,0,True,0,0.0456,7
31,Beginning,2891,4,False,True,0,True,0,0.0218,6
32,Beginning,2891,5,False,True,0,True,0,0.0446,7
33,Beginning,2891,3,False,True,0,True,0,0.0395,7
34,Beginning,2891,4,False,False,2,False,,0.0413,7
35,Beginning,2891,3,False,False,2,False,,0.0253,7
36,Beginning,2891,6,False,True,0,True,0,0.03,7
37,Beginning,2891,2,False,True,0,True,0,0.0284,7
38,Beginning,2891,3,False,False,7,True,7,0.0332,7
39,Beginning,2891,1,False,True,0,True,0,0.0276,7
